Exercise Name,Equipment,Variation,Utility,Mechanics,Force,Preparation,Execution,Target_Muscles,Synergist_Muscles,Stabilizer_Muscles,Antagonist_Muscles,Dynamic_Stabilizer_Muscles,Main_muscle,Difficulty (1-5),Secondary Muscles,parent_id
Parallel Close Grip Pull-up,Assisted (machine),No,Basic,Compound,Pull,Step up and grasp parallel grips. Kneel on padded platform and lower body down with arm extended.,Pull body up until elbows are to sides. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Trapezius, Middle, Trapezius, Lower, Pectoralis Major, Sternal, Pectoralis Minor, ",,,"Biceps Brachii, Triceps, Long Head, ",Back,4,"Biceps Brachii, Brachialis, Trapezius",
Pullover,Barbell,No,Auxiliary,Isolated,Pull,Lie upper back perpendicular on bench. Flex hips slightly. Grasp barbell from behind and position over chest with elbows bent slightly.,"With elbows bent slightly, lower bar over and beyond head until shoulders are fully flexed or upper arms are approximately parallel to torso. Return and repeat.","Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Pectoralis Major, Sternal, Triceps, Long Head, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Pectoralis Minor, ","Triceps Brachii, Deltoid, Anterior, Pectoralis Major, Clavicular, Wrist Flexors, ",,,Back,2,"Latissimus Dorsi, Pectoralis Major Sternal, Pectoralis Major Clavicular",
Bent-over Pullover,Cable,No,Auxiliary,Isolated,Pull,Face high pulley and grasp revolving cable attachment with arm slightly bent. Place one foot slightly back and bend over at hip until shoulder is fully flexed (upper arms at sides of head).,"With elbows fixed approximately 30°, pull cable attachment down until upper arms are to sides. Return attachment overhead. Repeat.","Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Pectoralis Major, Sternal, Triceps, Long Head, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Pectoralis Minor, ","Triceps Brachii, Pectoralis Major, Clavicular, Rectus Abdominis, Obliques, Wrist Flexors, ",,,Back,3,"Latissimus Dorsi, Pectoralis Major Sternal, Pectoralis Major Clavicular",
Close Grip Pulldown,Cable,No,Basic,Compound,Pull,Grasp parallel cable attachment. Sit with thighs under supports.,Pull down cable attachment to upper chest. Return until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Major, Sternal, Pectoralis Minor, ",,,"Biceps Brachii, Triceps, Long Head, ",Back,2,"Biceps Brachii, Brachialis, Trapezius",
Pulldown,Cable,No,Basic,Compound,Pull,Grasp cable bar with wide grip. Sit with thighs under supports.,Pull down cable bar to upper chest. Return until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Coracobrachialis, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Minor, ",,,"Triceps, Long Head, ",Back,2,"Biceps Brachii, Trapezius, Rhomboids",
Pulldown:  Parallel Grip Pulldown,Cable,Yes,Basic,Compound,Pull,Grasp cable bar with wide grip. Sit with thighs under supports.,Pull down cable bar to upper chest. Return until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Coracobrachialis, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Minor, ",,,"Triceps, Long Head, ",Back,2,"Biceps Brachii, Brachialis, Trapezius",207
Pullup/Chinup,Cable,No,Basic,Compound,Pull,Place dip belt around waist. Kneel close to low pulley or lever and attach hook to dip belt chains. Step up and grasp bars with shoulder width underhand grip. Lift legs off of steps or floor.,Pull body up until elbow are to sides. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Major, Sternal, Pectoralis Minor, ",,,"Biceps Brachii, Triceps, Long Head, ",Back,4,"Biceps Brachii, Trapezius, Rhomboids",
Pullup/Chinup:  Chinup,Cable,Yes,Basic,Compound,Pull,Place dip belt around waist. Kneel close to low pulley or lever and attach hook to dip belt chains. Step up and grasp bars with shoulder width underhand grip. Lift legs off of steps or floor.,Pull body up until elbow are to sides. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Major, Sternal, Pectoralis Minor, ",,,"Biceps Brachii, Triceps, Long Head, ",Back,4,"Biceps Brachii, Brachialis, Trapezius",209
Pullup/Chinup:  Parallel Close Grip Pull-up,Cable,Yes,Basic,Compound,Pull,Place dip belt around waist. Kneel as close as possible to low pulley or lever and attach hook to dip belt in front between legs. Step up and grasp close grip p   arallel bars with hands facing inward. Lift legs off of steps or floor.,Pull body up until elbow are to sides. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Major, Sternal, Pectoralis Minor, ",,,"Biceps Brachii, Triceps, Long Head, ",Back,4,"Biceps Brachii, Brachialis, Trapezius",209
Pullup/Chinup:  Parallel Grip Pull-up,Cable,Yes,Basic,Compound,Pull,Place dip belt around waist. Kneel as close as possible to low pulley or lever and attach hook to dip belt in front between legs. Step up and grasp parallel bars with hands facing inward. Lift legs off of steps or floor.,Pull body up until elbow are to sides. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Major, Sternal, Pectoralis Minor, ",,,"Biceps Brachii, Triceps, Long Head, ",Back,4,"Biceps Brachii, Brachialis, Trapezius",209
Pullup/Chinup:  Pull-up,Cable,Yes,Basic,Compound,Pull,Place dip belt around waist. Kneel close to low pulley or lever and attach hook to dip belt. Step up and grasp bars with overhand wide grip. Lift legs off of steps or floor.,Pull body up until chin is above bar. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Coracobrachialis, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Minor, ",,,"Triceps, Long Head, ",Back,4,"Biceps Brachii, Trapezius, Rhomboids",209
Underhand Pulldown,Cable,No,Basic,Compound,Pull,Grasp cable bar with underhand grip. Sit with thighs under supports.,Pull down cable bar to upper chest until elbows are to sides. Return until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Major, Sternal, Pectoralis Minor, ",,,"Biceps Brachii, Triceps, Long Head, ",Back,2,"Biceps Brachii, Brachialis, Trapezius",
Pulldown,Lever (plate loaded),No,Basic,Compound,Pull,Grasp handles to each side with overhand grip. Sit on seat and position thighs under leg pads.,Pull levers down to sides of shoulders. Return until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Rhomboids, Levator Scapulae, Pectoralis Minor, Trapezius, Lower, Pectoralis Major, Sternal, Coracobrachialis, ",,,"Triceps, Long Head, ",Back,2,"Biceps Brachii, Trapezius, Rhomboids",
Underhand Pulldown,Lever (plate loaded),No,Basic,Compound,Pull,Grasp lever handles with underhand grip. Sit with thighs under supports.,Pull down lever handles toward sides until elbows are to sides. Return until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Major, Sternal, Pectoralis Minor, ",,,"Biceps Brachii, Triceps, Long Head, ",Back,2,"Biceps Brachii, Brachialis, Trapezius",
Close Grip Pulldown,Lever (selectorized),No,Basic,Compound,Pull,Grasp parallel lever bars. Sit with thighs under supports.,Pull down handles to sides of chest while leaning back slightly. Return until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Major, Sternal, Pectoralis Minor, ",,,"Biceps Brachii, Triceps, Long Head, ",Back,2,"Biceps Brachii, Brachialis, Trapezius",
Front Pulldown,Lever (selectorized),No,Basic,Compound,Pull,Grasp lever handles. Sit with thighs under supports.,Pull down lever to upper chest. Return until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Coracobrachialis, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Minor, ",,,"Triceps, Long Head, ",Back,2,"Biceps Brachii, Trapezius, Rhomboids",
Pulldown,Lever (selectorized),No,Basic,Compound,Pull,Sit on seat. Reach up and grasp handles with wide overhand grip.,Pull levers down to sides of shoulders. Return until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Rhomboids, Levator Scapulae, Pectoralis Minor, Trapezius, Lower, Pectoralis Major, Sternal, Coracobrachialis, ",,,"Triceps, Long Head, ",Back,2,"Biceps Brachii, Trapezius, Rhomboids",
Pullover,Lever (selectorized),No,Auxiliary,Isolated,Pull,Adjust seat height so lever is near shoulder axis. Sit on machine and push foot lever. Place elbows on pads and grasp bar from behind. Release foot lever and place feet on platform or to sides.,"Pull lever forward and down until elbows are to sides. Return until shoulders are fully flexed, or upper arms are parallel to torso. Repeat.","Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Pectoralis Major, Sternal, Pectoralis Minor, Triceps, Long Head, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, ","Trapezius, Lower, ",,,Back,2,"Latissimus Dorsi, Pectoralis Major Sternal, Pectoralis Major Clavicular",
Chin-up,Weighted,No,Basic,Compound,Pull,Step up and grasp bar with underhand shoulder width grip.,Pull body up until elbows are to sides. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Major, Sternal, Coracobrachialis, Pectoralis Minor, ",,,"Biceps Brachii, Triceps, Long Head, ",Back,4,"Biceps Brachii, Brachialis, Trapezius",
Parallel Close Grip Pull-up,Weighted,No,Basic,Compound,Pull,Step up and grasp close grip parallel bars.,Pull body up until elbow are to sides. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Major, Sternal, Pectoralis Minor, ",,,"Biceps Brachii, Triceps, Long Head, ",Back,4,"Biceps Brachii, Brachialis, Trapezius",
Pull-up,Weighted,No,Basic,Compound,Pull,Step up and grasp bar with overhand wide grip.,Pull body up until chin is above bar. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Coracobrachialis, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Minor, ",,,"Triceps, Long Head, ",Back,4,"Biceps Brachii, Trapezius, Rhomboids",
Archer Pull-up,Band-assisted,No,Basic,Compound,Pull,Step up and grasp bar with overhand wide grip.,Pull body up until chin is above bar. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Coracobrachialis, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Minor, ",,,"Triceps, Long Head, ",Back,5,"Biceps Brachii, Trapezius, Rhomboids",
Chin-up,Band-assisted,No,Basic,Compound,Pull,Step up and grasp bar with overhand wide grip.,Pull body up until chin is above bar. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Coracobrachialis, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Minor, ",,,"Triceps, Long Head, ",Back,4,"Biceps Brachii, Brachialis, Trapezius",
Pull-up,Band-assisted,No,Basic,Compound,Pull,Step up and grasp bar with overhand wide grip.,Pull body up until chin is above bar. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Coracobrachialis, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Minor, ",,,"Triceps, Long Head, ",Back,4,"Biceps Brachii, Trapezius, Rhomboids",
Pull-up:  Parallel Grip,Band-assisted,Yes,Basic,Compound,Pull,Step up and grasp bar with overhand wide grip.,Pull body up until chin is above bar. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Coracobrachialis, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Minor, ",,,"Triceps, Long Head, ",Back,4,"Biceps Brachii, Brachialis, Trapezius",226
Archer Pull-up,Body Weight,No,Basic,Compound,Pull,Step up and grasp bar with overhand wide grip.,Pull body up until chin is above bar. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Coracobrachialis, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Minor, ",,,"Triceps, Long Head, ",Back,5,"Biceps Brachii, Trapezius, Rhomboids",
